first_name,last_name,school,state,position,class_year,jersey_number,height,weight,season_year,source_url,source_name,source_type
Ajah-Rae,Wells,Charleston,MO,RET,2028,,5-5,130,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Kyle,Power,Mid-Buchanan,MO,DL,2028,,5-9,165,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Hunter,Hylton,St. Pius X,MO,DL,2028,,6-0,195,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Jeg,Holloway,Blair Oaks,MO,K,2028,,6-2,165,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Harrison,Ray,St. Pious X (Festus),MO,WR,2028,,6-2,178,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Arab,Woods,KIPP Legacy,MO,DL,2028,,5-11,268,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
Lynnden,McCoin,St. Pius X (Festus),MO,LB,2028,,6-0,180,2026,https://www.si.com/high-school/missouri/,Missouri Football Coaches Association All-State,association_public
PJ,Tautu,Central Catholic,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Trent,Dearborn,Tualatin,OR,K,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Iden,Rule,Tualatin,OR,RB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Mark,Bailey,Silverton,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Waylon,Clarke,Caldera,OR,RB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Leofatu,Filipe,Thurston,OR,DL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Finnley,Currington,Churchill,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Ryder,VanDeweghe,Silverton,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Ashton,Randall,Estacada,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Gabe,Dietmeyer,Marist Catholic,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Kolt,McQuinn,Pendleton/Nixyaawii,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Mikey,Covey,Cascade Christian,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Blake,Patereau,Cascade Christian,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Cal,Johnson,Vale,OR,DB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Chase,Mead,Banks,OR,K,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Colter,Handley,Burns,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Kolby,Wofford,Dayton,OR,DL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Sam,Belgarde,Clatskanie,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Carlos,Giron,Culver,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Devante,Mungai,Rogue River,OR,K,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Dominic,Elias,St. Paul,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Hayden,Miller,St. Paul,OR,DL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Collin,Groth,Glide,OR,DB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Chase,Peterson,Dufur,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Easton,Mast,North Douglas,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Patrick,Fox,Perrydale,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Chase,Richards,Dufur,OR,DB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Isaiah,Root,Crosspoint Christian,OR,DB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Juan,Rico,Adrian,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Isaac,Root,Crosspoint Christian,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Landon,Eichler,Perrydale,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Jason,Ledgerwood,Crosspoint Christian,OR,K,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Dawson,Miller,Union,OR,QB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Pedro,Rivas,Imbler,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Gage,Teeter,Imbler,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Wyatt,Cox,Perrydale,OR,OL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Britton,Parks,Elgin,OR,DB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Kooper,Grover,Joseph,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Dan,Shorb,Powers,OR,KR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Carson,Peters,Elkton,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Cael,Bish,Sherman,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Brennan,Buss,Elkton,OR,DL,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Ayden,Sagmoen,Triangle Lake,OR,LB,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Joseph,Young,Days Creek,OR,WR,2028,,,,2026,https://www.osaa.org/today/article/4710,OSAA All-State Football,association_public
Ron’Christopher,Gonzalez,Chaminade-Madonna,FL,DL,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Alexander,Beltran,Chaminade-Madonna,FL,DL,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Ty,Kirkpatrick,Cardinal Newman,FL,DL,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Cooper,Clark,Cardinal Newman,FL,LB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Kahlil,Gabaud,Cardinal Newman,FL,DB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Luke,Wilson,Clearwater Central Catholic,FL,PR,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Kameron,Battle,Carrollwood Day,FL,RB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Ricky,Carter,True North,FL,LB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Kamden,Gilles,Benjamin,FL,DB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Britton,Bayag,Westminster Christian,FL,ATH,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Antonio,Thomas,Carrollwood Day,FL,RB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Tromon,Isaac,Chaminade-Madonna,FL,WR,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Zylen,Little,Carrollwood Day,FL,DL,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Will,Warren,Melbourne Central Catholic,FL,LB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Logan,Cox,Indian Rocks Christian,FL,LB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Zakhari,Greene,Trinity Christian,FL,DB,2028,,,,2026,https://floridahsfootball.com/2026/04/02/all-state-football-2025-class-1a-all-state-football-teams/,Florida HS Football All-State,media_public
Owen,DeSalvo,Buckingham Browne & Nichols,MA,ATH,2028,,"5'11""",195,2026,https://www.collegefootballnow.org/2028topathrecruits.html,College Football Now Top 2028 Recruits,media_public
Zion,Green,Raines,FL,ATH,2028,,"6'2""",170,2026,https://www.collegefootballnow.org/2028topathrecruits.html,College Football Now Top 2028 Recruits,media_public
Cody,Witt,Cheyenne Central,WY,ATH,2028,,"6'1""",215,2026,https://www.collegefootballnow.org/2028topathrecruits.html,College Football Now Top 2028 Recruits,media_public
Tory,Clark,Woodward Academy,GA,DL,2028,,"6'4""",260,2026,https://www.collegefootballnow.org/2028topdlrecruits.html,College Football Now Top 2028 Recruits,media_public
Kristopher,Williams,Walnut Grove,TX,DL,2028,,"6'0""",295,2026,https://www.collegefootballnow.org/2028topdlrecruits.html,College Football Now Top 2028 Recruits,media_public
Skylar,Alston,Cardinal Gibbons,NC,LB,2028,,"6'2""",215,2026,https://www.collegefootballnow.org/2028toplbrecruits.html,College Football Now Top 2028 Recruits,media_public
J'rius,Booker,Brenham,TX,LB,2028,,"5'11""",205,2026,https://www.collegefootballnow.org/2028toplbrecruits.html,College Football Now Top 2028 Recruits,media_public
Larry,Shingleton,Junipero Serra,CA,OL,2028,,"6'4""",300,2026,https://www.collegefootballnow.org/2028topolrecruits.html,College Football Now Top 2028 Recruits,media_public
Raymone,Howard,Camden County,GA,OL,2028,,"6'3""",260,2026,https://www.collegefootballnow.org/2028topolrecruits.html,College Football Now Top 2028 Recruits,media_public
Greg,Turner,Brooks County,GA,OL,2028,,"6'2""",295,2026,https://www.collegefootballnow.org/2028topolrecruits.html,College Football Now Top 2028 Recruits,media_public
Koda,Crocker,Daniel,SC,OL,2028,,"6'3""",285,2026,https://www.collegefootballnow.org/2028topolrecruits.html,College Football Now Top 2028 Recruits,media_public
Knox,Kiffin,University Lab,MS,QB,2028,,"6'2""",180,2026,https://www.collegefootballnow.org/2028topqbrecruits.html,College Football Now Top 2028 Recruits,media_public
Carter,Zingelmann,Coppell,TX,QB,2028,,"6'5""",220,2026,https://www.collegefootballnow.org/2028topqbrecruits.html,College Football Now Top 2028 Recruits,media_public
Reid,McBride,Montgomery Academy,AL,QB,2028,,"6'2""",175,2026,https://www.collegefootballnow.org/2028topqbrecruits.html,College Football Now Top 2028 Recruits,media_public
Omari,Murray,Westland Hialeah,FL,RB,2028,,"5'6""",145,2026,https://www.collegefootballnow.org/2028toprbrecruits.html,College Football Now Top 2028 Recruits,media_public
Ahmad,Bah,Osbourne Park,VA,RB,2028,,"5'6""",160,2026,https://www.collegefootballnow.org/2028toprbrecruits.html,College Football Now Top 2028 Recruits,media_public
Colton,Lis,St. Thomas More,CT,TE,2028,,"6'6""",245,2026,https://www.collegefootballnow.org/2028topterecruits.html,College Football Now Top 2028 Recruits,media_public
Bryce,Lyttle,West Clermont,OH,TE,2028,,"6'2""",250,2026,https://www.collegefootballnow.org/2028topterecruits.html,College Football Now Top 2028 Recruits,media_public
Brysen,Wright,Mandarin,FL,WR,2028,,"6'4""",200,2026,https://www.collegefootballnow.org/2028topwrrecruits.html,College Football Now Top 2028 Recruits,media_public
Aiden,Hammitt,Elk Point-Jefferson,SD,WR,2028,,"6'2""",185,2026,https://www.collegefootballnow.org/2028topwrrecruits.html,College Football Now Top 2028 Recruits,media_public
Pascal,Byam-Ungu,Tomas,TX,WR,2028,,"6'0""",160,2026,https://www.collegefootballnow.org/2028topwrrecruits.html,College Football Now Top 2028 Recruits,media_public
